Gonzalez, Scarlett  ID=149189      1st Period Teacher=Abernathy S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
2,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
3,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 5th
4,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A


Johnson, William  ID=123263      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
3,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, 3rd
4,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A


Thompson, Jack  ID=127030      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
2,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
3,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, 3rd
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Johnson, Emma  ID=149072      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
3,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Wilson, Olivia  ID=167375      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


White, Ethan  ID=190681      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
2,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
3,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
4,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A


Moore, Amelia  ID=116655      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
3,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


Perez, Ella  ID=185829      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
3,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
4,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, 2nd


Baker, Sophia  ID=142153      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
2,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
3,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, 4th
4,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A


Nelson, Mia  ID=112975      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 6th
2,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
3,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A


Roberts, Charlotte  ID=134453      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
2,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A


Smith, Lucas  ID=194404      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
3,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Perez, Levi  ID=101769      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Electrical Engineering],  Whitmore C,  Presenter 26, 1st
2,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
3,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, 3rd
4,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A


Rivera, Chloe  ID=160876      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
3,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A


Robinson, Riley  ID=167722      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
2,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
3,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
4,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A


Allen, Logan  ID=196581      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
2,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
3,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
4,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A


Green, Sebastian  ID=128469      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
2,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
3,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 3rd


Carter, Camila  ID=198417      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, 2nd
2,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
3,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
4,  [Being a Pilot],  Galloway J,  Presenter 31, N/A


Roberts, Grace  ID=150610      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A


Martin, Isabella  ID=175514      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
2,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
3,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, 5th
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A


Smith, Aria  ID=149839      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
2,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
3,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, 3rd
4,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A


Harris, Luna  ID=150420      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
2,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A


Flores, William  ID=104576      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Career in Government],  Ormsby M,  Presenter 16, N/A
3,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Rodriguez, Jack  ID=128956      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
4,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A


Roberts, Ellie  ID=102812      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
2,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
3,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, 4th
4,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A


Walker, Aiden  ID=114339      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
2,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
3,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
4,  [Career in Government],  Ormsby M,  Presenter 16, N/A


Lee, William  ID=196881      1st Period Teacher=Montgomery O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, 1st
3,  [Career in Government],  Ormsby M,  Presenter 16, N/A
4,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A


Martin, Henry  ID=142270      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, 5th
2,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, 6th
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A


Miller, Carter  ID=198929      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, 5th
3,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 2nd


Rivera, Ella  ID=104558      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
3,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
4,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, 4th


Campbell, Sophia  ID=149369      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, 7th
3,  [Career in Government],  Ormsby M,  Presenter 16, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Allen, Alexander  ID=110092      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
3,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, 7th


Adams, Mia  ID=193145      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
3,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A


Scott, Logan  ID=107196      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
2,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, 1st
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A


Thomas, Harper  ID=131504      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
2,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
3,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
4,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A


Nguyen, Logan  ID=171148      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
2,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
3,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, 4th
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A


Flores, Lily  ID=179517      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
4,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A


Williams, Aria  ID=179570      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
2,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Lopez, Scarlett  ID=117920      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
2,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
3,  [Career in Government],  Ormsby M,  Presenter 16, N/A
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


Miller, Carter  ID=110616      1st Period Teacher=Ormsby M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
3,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
4,  [Why You need a resume],  Greystone M,  Presenter 2, 2nd


Sanchez, Sebastian  ID=102850      1st Period Teacher=Quincy B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
3,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
4,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A


King, Mateo  ID=196349      1st Period Teacher=Quincy B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, 1st
3,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
4,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A


Moore, Amelia  ID=139978      1st Period Teacher=Quincy B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
3,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Williams, Jack  ID=145210      1st Period Teacher=Quincy B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
2,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
3,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
4,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A


Jackson, Emma  ID=127964      1st Period Teacher=Quincy B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
2,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
