SUBJECT,  [Women in Electrical Engineering]
 Marlowe B by  Presenter 1
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
4, King, Isabella,N/A,N/A, N/A
4, Taylor, Charlotte,N/A,N/A, N/A
4, Anderson, Riley,N/A,N/A, N/A
4, Ramirez, Mason,N/A,N/A, N/A
4, Scott, Alexander,N/A,N/A, N/A
4, Nguyen, Mason,6th,N/A, N/A


SUBJECT,  [Architecture – design of buildings and places and the teams that make it happen]
 Montgomery O by  Presenter 40
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Young, Camila,N/A, [Electrical Engineering],  Whitmore C
1, Harris, Jackson,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
1, Sanchez, Zoey,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
1, Wright, Layla,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
1, Perez, Ella,N/A, [School Board Member/SLP],  Fairfax O
1, Davis, Scarlett,N/A, [Crime Scene Investigation],  Montgomery C
2, Moore, Samuel,N/A, [Practicing Now to Be an Author Later],  Rutherford E
2, Moore, Benjamin,N/A, [Space Based Intelligence Software],  Haverford G
2, Jones, Henry,N/A, [Finanical Literacy for Students],  Yardley A
2, Taylor, Ava,N/A, [Becoming a Sheriff],  Fairfax R
2, Adams, Chloe,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
2, Roberts, Benjamin,N/A, [Engineering: a career with many changes],  Ravenscroft A
2, Flores, Lucas,5th, [The Entertainment Business],  Sinclair J
2, Roberts, Zoey,N/A, [Becoming a Sheriff],  Fairfax R
2, Harris, Samuel,N/A, [School Board Member/SLP],  Fairfax O
2, Perez, Wyatt,N/A, [Crime Scene Investigation],  Montgomery C
2, Moore, Henry,N/A, [The Entertainment Business],  Sinclair J
2, Rivera, Zoey,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
2, Anderson, Owen,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Hill, Henry,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Martin, Oliver,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Walker, Carter,N/A, [A career in medicine],  Kingsley D
3, Robinson, Oliver,N/A, [Practicing Now to Be an Author Later],  Rutherford E
3, Walker, Gianna,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Jackson, Harper,N/A, [Electrical Engineering],  Whitmore C
3, Perez, Aria,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Davis, Mia,N/A, [Personalities & Career Explorations],  Ashford S
3, Harris, Mateo,N/A, [Becoming a Sheriff],  Fairfax R
3, Moore, Emma,N/A, [Crime Scene Investigation],  Montgomery C
3, Wilson, Scarlett,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Johnson, Joseph,N/A, [Becoming a Sheriff],  Fairfax R
3, Scott, Logan,1st, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Campbell, Mila,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, Roberts, Jackson,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Walker, Layla,N/A, [Cybersecurity and hacking],  Whitmore H
3, Torres, Elijah,N/A, [School Board Member/SLP],  Fairfax O
3, Ramirez, Mason,4th, [Becoming a Melbourne Police Officer],  Abernathy S
3, Ramirez, Aria,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
4, Thomas, Zoey,N/A,N/A, N/A
4, Martinez, Camila,N/A,N/A, N/A
4, Roberts, Ava,N/A,N/A, N/A
4, Hall, Grace,N/A,N/A, N/A
4, Green, Layla,7th,N/A, N/A
4, Mitchell, Isabella,N/A,N/A, N/A
4, Taylor, Oliver,N/A,N/A, N/A
4, Sanchez, Liam,N/A,N/A, N/A
4, Hernandez, Olivia,N/A,N/A, N/A
4, Carter, Riley,N/A,N/A, N/A
4, Lewis, Zoey,N/A,N/A, N/A
4, Thompson, Logan,N/A,N/A, N/A
4, Smith, Benjamin,N/A,N/A, N/A


SUBJECT,  [Cybersecurity and hacking]
 Whitmore H by  Presenter 41
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Nguyen, Harper,N/A, [Becoming a Sheriff],  Fairfax R
1, Wright, Sebastian,N/A, [Not Just a nurse],  Davenport W
1, Garcia, Lily,N/A, [Exploring IT Careers],  Ellsworth G
1, Roberts, Ava,N/A, [Follow the Money to Stop the Crime],  Beaumont S
1, Hill, Ellie,N/A, [Why You need a resume],  Greystone M
1, Scott, Chloe,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Lewis, Luna,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Torres, Camila,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Robinson, Owen,N/A, [Career in the Legal Profession],  Fitzwilliam E
1, Davis, Riley,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, Sanchez, Mia,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
1, Anderson, Chloe,N/A, [Crime Scene Investigation],  Montgomery C
1, Thompson, Harper,N/A, [Finanical Literacy for Students],  Yardley A
1, Adams, Mia,N/A, [A career in medicine],  Kingsley D
1, Rivera, Joseph,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Baker, Carter,N/A, [Exploring IT Careers],  Ellsworth G
1, Carter, Levi,N/A, [Why You need a resume],  Greystone M
1, Martin, Charlotte,N/A, [Space Based Intelligence Software],  Haverford G
2, Scott, Sebastian,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Clark, Lily,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
2, Scott, Mia,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Mitchell, Owen,N/A, [Electrical Engineering],  Whitmore C
2, Clark, Gianna,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Mitchell, Grace,N/A, [Being a Pilot],  Galloway J
2, Williams, Ethan,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Perez, Lily,N/A, [Architecture - designing buildings big & small],  Eversley A
2, Lewis, Mila,N/A, [A career in medicine],  Kingsley D
2, Brown, Noah,N/A, [Becoming a Sheriff],  Fairfax R
3, Wright, Ella,N/A, [Personalities & Career Explorations],  Ashford S
3, Perez, Henry,N/A, [Exploring IT Careers],  Ellsworth G
3, Robinson, Riley,N/A, [Women in Electrical Engineering],  Marlowe B
3, Allen, Logan,N/A, [Practicing Now to Be an Author Later],  Rutherford E
3, Young, Layla,N/A, [A career in medicine],  Kingsley D
3, Gonzalez, Logan,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Flores, Alexander,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Lopez, Amelia,N/A, [Electrical Engineering],  Whitmore C
3, Flores, Charlotte,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Scott, Alexander,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
3, Williams, Mila,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
4, Robinson, Daniel,N/A,N/A, N/A
4, White, Scarlett,N/A,N/A, N/A
4, Davis, Logan,N/A,N/A, N/A
4, Hill, Sophia,N/A,N/A, N/A
4, Johnson, Mason,N/A,N/A, N/A
4, Torres, Sebastian,N/A,N/A, N/A
4, Adams, Layla,N/A,N/A, N/A
4, Young, Camila,N/A,N/A, N/A
4, Allen, Henry,N/A,N/A, N/A
4, Mitchell, Harper,6th,N/A, N/A
4, Walker, Layla,N/A,N/A, N/A
4, King, Mason,N/A,N/A, N/A
4, Baker, Sophia,N/A,N/A, N/A
4, Hall, Oliver,2nd,N/A, N/A
4, Wright, Samuel,N/A,N/A, N/A


